ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000183219	ENSMUSG00000050100	822	protein_coding	Hmx2	ENSMUSP00000138799.1
ENSMUST00000060603	ENSMUSG00000050102	987	protein_coding	Vmn1r235	ENSMUSP00000061689.3
ENSMUST00000049874	ENSMUSG00000050103	1344	protein_coding	Agmo	ENSMUSP00000051441.7
ENSMUST00000060050	ENSMUSG00000050105	816	protein_coding	Grrp1	ENSMUSP00000060143.5
ENSMUST00000106334	ENSMUSG00000050106	2172	protein_coding	Tmc8	ENSMUSP00000101941.2
ENSMUST00000052140	ENSMUSG00000050107	2265	protein_coding	Haspin	ENSMUSP00000055806.2
ENSMUST00000061699	ENSMUSG00000050108	1524	protein_coding	Bpifc	ENSMUSP00000063107.5
ENSMUST00000057072	ENSMUSG00000050114	675	protein_coding	Prdx6b	ENSMUSP00000133276.2
ENSMUST00000087176	ENSMUSG00000050121	432	protein_coding	Opalin	ENSMUSP00000084422.6
ENSMUST00000027289	ENSMUSG00000050122	2211	protein_coding	Vwa3b	ENSMUSP00000027289.8
ENSMUST00000213441	ENSMUSG00000050128	936	protein_coding	Olfr1023	ENSMUSP00000149138.1
ENSMUST00000108287	ENSMUSG00000050132	2295	protein_coding	Sarm1	ENSMUSP00000103922.3
ENSMUST00000214390	ENSMUSG00000050134	954	protein_coding	Olfr430	ENSMUSP00000150930.1
ENSMUST00000055221	ENSMUSG00000050138	1293	protein_coding	Kcnk12	ENSMUSP00000053595.7
ENSMUST00000107978	ENSMUSG00000050141	1116	protein_coding	Fam205c	ENSMUSP00000103612.1
ENSMUST00000057935	ENSMUSG00000050144	1002	protein_coding	Slc25a44	ENSMUSP00000057871.6
ENSMUST00000058099	ENSMUSG00000050147	1191	protein_coding	F2rl3	ENSMUSP00000054426.8
ENSMUST00000060714	ENSMUSG00000050148	1917	protein_coding	Ubqln2	ENSMUSP00000056888.8
ENSMUST00000078568	ENSMUSG00000050150	1698	protein_coding	Slc9b1	ENSMUSP00000077644.5
ENSMUST00000219979	ENSMUSG00000050157	456	protein_coding	Gm867	ENSMUSP00000151812.1
ENSMUST00000206410	ENSMUSG00000050158	942	protein_coding	Olfr165	ENSMUSP00000146100.2
ENSMUST00000166855	ENSMUSG00000050164	1062	protein_coding	Mchr1	ENSMUSP00000126191.1
ENSMUST00000052645	ENSMUSG00000050174	942	protein_coding	Nudt6	ENSMUSP00000056219.6
ENSMUST00000055575	ENSMUSG00000050188	369	protein_coding	Lsm10	ENSMUSP00000061913.7
ENSMUST00000056023	ENSMUSG00000050190	2211	protein_coding	Gm5346	ENSMUSP00000058858.3
ENSMUST00000060500	ENSMUSG00000050192	462	protein_coding	Eif5a2	ENSMUSP00000050289.7
ENSMUST00000058856	ENSMUSG00000050195	1062	protein_coding	Scd4	ENSMUSP00000059860.8
ENSMUST00000152730	ENSMUSG00000050197	699	protein_coding	Rhox13	ENSMUSP00000117271.2
ENSMUST00000063031	ENSMUSG00000050198	939	protein_coding	Olfr768	ENSMUSP00000089619.1
ENSMUST00000046548	ENSMUSG00000050199	2856	protein_coding	Lgr4	ENSMUSP00000047325.7
ENSMUST00000055490	ENSMUSG00000050201	1692	protein_coding	Otop2	ENSMUSP00000062109.2
ENSMUST00000090071	ENSMUSG00000050211	2628	protein_coding	Pla2g4e	ENSMUSP00000087525.4
ENSMUST00000052876	ENSMUSG00000050212	495	protein_coding	Eva1b	ENSMUSP00000054141.2
ENSMUST00000052183	ENSMUSG00000050213	1152	protein_coding	Snip1	ENSMUSP00000060721.6
ENSMUST00000055545	ENSMUSG00000050215	951	protein_coding	Olfr70	ENSMUSP00000060748.3
ENSMUST00000062560	ENSMUSG00000050217	1692	protein_coding	Lgsn	ENSMUSP00000059871.7
ENSMUST00000089494	ENSMUSG00000050222	618	protein_coding	Il17d	ENSMUSP00000086921.4
ENSMUST00000053149	ENSMUSG00000050224	594	protein_coding	Krtap13	ENSMUSP00000061716.2
ENSMUST00000052455	ENSMUSG00000050229	1272	protein_coding	Pigm	ENSMUSP00000052838.2
ENSMUST00000056614	ENSMUSG00000050232	1104	protein_coding	Cxcr3	ENSMUSP00000052444.6
ENSMUST00000053753	ENSMUSG00000050234	1002	protein_coding	Gja4	ENSMUSP00000062320.7
ENSMUST00000052512	ENSMUSG00000050239	747	protein_coding	Krtap24-1	ENSMUSP00000052005.2
ENSMUST00000090190	ENSMUSG00000050240	1860	protein_coding	Hic2	ENSMUSP00000087656.5
ENSMUST00000053708	ENSMUSG00000050241	681	protein_coding	Klre1	ENSMUSP00000055779.6
ENSMUST00000059270	ENSMUSG00000050244	6432	protein_coding	Heatr1	ENSMUSP00000054084.8
ENSMUST00000056365	ENSMUSG00000050248	3663	protein_coding	Evc2	ENSMUSP00000055130.8
ENSMUST00000218237	ENSMUSG00000050251	987	protein_coding	Olfr809	ENSMUSP00000151711.1
ENSMUST00000211006	ENSMUSG00000050266	948	protein_coding	Olfr690	ENSMUSP00000147414.2
ENSMUST00000079077	ENSMUSG00000050270	576	protein_coding	Tmem220	ENSMUSP00000078084.5
ENSMUST00000110492	ENSMUSG00000050271	4122	protein_coding	Prag1	ENSMUSP00000106118.1
ENSMUST00000056102	ENSMUSG00000050272	6042	protein_coding	Dscam	ENSMUSP00000056040.7
ENSMUST00000058092	ENSMUSG00000050276	870	protein_coding	Mrgprg	ENSMUSP00000060411.6
ENSMUST00000106880	ENSMUSG00000050281	960	protein_coding	Olfr630	ENSMUSP00000102493.1
ENSMUST00000057893	ENSMUSG00000050288	1713	protein_coding	Fzd2	ENSMUSP00000091463.4
ENSMUST00000062292	ENSMUSG00000050295	1662	protein_coding	Foxc1	ENSMUSP00000052196.2
ENSMUST00000087268	ENSMUSG00000050296	7788	protein_coding	Abca12	ENSMUSP00000084523.5
ENSMUST00000058635	ENSMUSG00000050304	798	protein_coding	Slc25a2	ENSMUSP00000052849.2
ENSMUST00000061656	ENSMUSG00000050310	5127	protein_coding	Rictor	ENSMUSP00000051809.6
ENSMUST00000063089	ENSMUSG00000050312	1047	protein_coding	Nsun3	ENSMUSP00000059720.5
ENSMUST00000106426	ENSMUSG00000050315	3774	protein_coding	Synpo2	ENSMUSP00000102034.1
ENSMUST00000058829	ENSMUSG00000050321	1602	protein_coding	Neto1	ENSMUSP00000057340.2
ENSMUST00000058183	ENSMUSG00000050323	1002	protein_coding	Ndufaf6	ENSMUSP00000062039.8
ENSMUST00000055562	ENSMUSG00000050328	843	protein_coding	Hoxc12	ENSMUSP00000051003.2
ENSMUST00000084535	ENSMUSG00000050332	3399	protein_coding	Amer1	ENSMUSP00000109502.2
ENSMUST00000142734	ENSMUSG00000050335	795	protein_coding	Lgals3	ENSMUSP00000118169.1
ENSMUST00000213259	ENSMUSG00000050343	948	protein_coding	Olfr1378	ENSMUSP00000149432.1
ENSMUST00000091569	ENSMUSG00000050345	1002	protein_coding	4930486L24Rik	ENSMUSP00000089157.5
ENSMUST00000055475	ENSMUSG00000050350	996	protein_coding	Gpr18	ENSMUSP00000061410.7
ENSMUST00000213019	ENSMUSG00000050357	4194	protein_coding	Carmil2	ENSMUSP00000148422.1
ENSMUST00000054599	ENSMUSG00000050359	435	protein_coding	Sprr1a	ENSMUSP00000053751.7
ENSMUST00000215815	ENSMUSG00000050366	957	protein_coding	Olfr524	ENSMUSP00000150970.1
ENSMUST00000061745	ENSMUSG00000050368	1023	protein_coding	Hoxd10	ENSMUSP00000062412.3
ENSMUST00000050562	ENSMUSG00000050370	897	protein_coding	Ch25h	ENSMUSP00000049683.4
ENSMUST00000056181	ENSMUSG00000050373	1092	protein_coding	Snx21	ENSMUSP00000054137.6
ENSMUST00000051756	ENSMUSG00000050377	2151	protein_coding	Il31ra	ENSMUSP00000058045.6
ENSMUST00000115239	ENSMUSG00000050379	1305	protein_coding	Sept6	ENSMUSP00000110894.3
ENSMUST00000183846	ENSMUSG00000050382	4047	protein_coding	Kif7	ENSMUSP00000139359.1
ENSMUST00000063132	ENSMUSG00000050383	798	protein_coding	Svs3b	ENSMUSP00000062011.5
ENSMUST00000052602	ENSMUSG00000050390	3213	protein_coding	C77080	ENSMUSP00000062395.5
ENSMUST00000052431	ENSMUSG00000050394	906	protein_coding	Armcx6	ENSMUSP00000057277.5
ENSMUST00000062246	ENSMUSG00000050395	813	protein_coding	Tnfsf15	ENSMUSP00000050144.6
ENSMUST00000051312	ENSMUSG00000050397	1128	protein_coding	Foxl2	ENSMUSP00000053297.2
ENSMUST00000161012	ENSMUSG00000050410	792	protein_coding	Tcf19	ENSMUSP00000125310.1
ENSMUST00000225537	ENSMUSG00000050423	1044	protein_coding	Ppp1r3g	ENSMUSP00000153702.1
ENSMUST00000051569	ENSMUSG00000050424	1857	protein_coding	Pnma5	ENSMUSP00000063061.6
ENSMUST00000052730	ENSMUSG00000050425	1017	protein_coding	Mrgprb2	ENSMUSP00000061878.1
ENSMUST00000053109	ENSMUSG00000050428	1812	protein_coding	Fbxo46	ENSMUSP00000055692.3
ENSMUST00000059509	ENSMUSG00000050435	468	protein_coding	Ube2dnl1	ENSMUSP00000060423.2
ENSMUST00000229110	ENSMUSG00000050439	1857	protein_coding	Enthd1	ENSMUSP00000155166.1
ENSMUST00000062620	ENSMUSG00000050440	252	protein_coding	Hamp	ENSMUSP00000055404.7
ENSMUST00000062474	ENSMUSG00000050445	1503	protein_coding	Cyp8b1	ENSMUSP00000052989.4
ENSMUST00000053208	ENSMUSG00000050447	516	protein_coding	Lypd6	ENSMUSP00000061578.7
ENSMUST00000164932	ENSMUSG00000050463	3207	protein_coding	Krt78	ENSMUSP00000126197.1
ENSMUST00000089673	ENSMUSG00000050468	1308	protein_coding	Astl	ENSMUSP00000087102.3
ENSMUST00000121564	ENSMUSG00000050471	1056	protein_coding	Fam118b	ENSMUSP00000113537.1
ENSMUST00000059805	ENSMUSG00000050473	1269	protein_coding	Slc35d3	ENSMUSP00000060589.4
ENSMUST00000217106	ENSMUSG00000050478	936	protein_coding	Olfr807	ENSMUSP00000150657.1
ENSMUST00000052835	ENSMUSG00000050493	489	protein_coding	Fam167b	ENSMUSP00000050531.8
ENSMUST00000056890	ENSMUSG00000050503	711	protein_coding	Fbxl22	ENSMUSP00000060137.7
ENSMUST00000213556	ENSMUSG00000050504	930	protein_coding	Olfr1323	ENSMUSP00000149286.1
ENSMUST00000061628	ENSMUSG00000050505	2859	protein_coding	Pcdh20	ENSMUSP00000054774.5
ENSMUST00000056336	ENSMUSG00000050511	1119	protein_coding	Oprd1	ENSMUSP00000050077.1
ENSMUST00000049697	ENSMUSG00000050520	678	protein_coding	Cldn8	ENSMUSP00000051887.4
ENSMUST00000162187	ENSMUSG00000050526	1440	protein_coding	4933406M09Rik	ENSMUSP00000124251.1
ENSMUST00000115099	ENSMUSG00000050530	2679	protein_coding	Fam171a1	ENSMUSP00000110751.2
ENSMUST00000055884	ENSMUSG00000050534	1113	protein_coding	Htr5b	ENSMUSP00000057212.7
ENSMUST00000054783	ENSMUSG00000050538	420	protein_coding	B230217C12Rik	ENSMUSP00000127204.1
ENSMUST00000067258	ENSMUSG00000050541	1548	protein_coding	Adra1b	ENSMUSP00000070200.2
ENSMUST00000053458	ENSMUSG00000050545	699	protein_coding	Fam228b	ENSMUSP00000050881.5
ENSMUST00000199273	ENSMUSG00000050549	396	protein_coding	Fam241a	ENSMUSP00000142535.1
ENSMUST00000062067	ENSMUSG00000050552	300	protein_coding	Lamtor4	ENSMUSP00000056693.6
ENSMUST00000059657	ENSMUSG00000050553	1665	protein_coding	Gk2	ENSMUSP00000052226.2
ENSMUST00000115110	ENSMUSG00000050555	945	protein_coding	Hyls1	ENSMUSP00000110762.3
ENSMUST00000207917	ENSMUSG00000050556	2574	protein_coding	Kcnb1	ENSMUSP00000147093.1
ENSMUST00000049997	ENSMUSG00000050558	1146	protein_coding	Prokr2	ENSMUSP00000056659.7
ENSMUST00000111757	ENSMUSG00000050565	1509	protein_coding	Tor1aip2	ENSMUSP00000107387.3
ENSMUST00000059458	ENSMUSG00000050567	3063	protein_coding	Maml1	ENSMUSP00000059210.4
ENSMUST00000015394	ENSMUSG00000050578	1419	protein_coding	Mmp13	ENSMUSP00000015394.8
ENSMUST00000135431	ENSMUSG00000050587	1923	protein_coding	Lrrc4c	ENSMUSP00000130984.1
ENSMUST00000139629	ENSMUSG00000050592	852	protein_coding	Fam78a	ENSMUSP00000115010.1
ENSMUST00000059452	ENSMUSG00000050600	4887	protein_coding	Zfp831	ENSMUSP00000060255.5
ENSMUST00000054868	ENSMUSG00000050603	942	protein_coding	Olfr1008	ENSMUSP00000061191.1
ENSMUST00000077780	ENSMUSG00000050605	1668	protein_coding	Zfp61	ENSMUSP00000076954.7
ENSMUST00000143971	ENSMUSG00000050608	231	protein_coding	Minos1	ENSMUSP00000117583.1
ENSMUST00000050236	ENSMUSG00000050612	1653	protein_coding	Txndc2	ENSMUSP00000054909.5
ENSMUST00000213857	ENSMUSG00000050613	963	protein_coding	Olfr125	ENSMUSP00000149602.1
ENSMUST00000163766	ENSMUSG00000050619	2610	protein_coding	Zscan29	ENSMUSP00000125987.1
ENSMUST00000053150	ENSMUSG00000050621	255	protein_coding	Rps27rt	ENSMUSP00000060523.5
ENSMUST00000057716	ENSMUSG00000050623	585	protein_coding	Catsperz	ENSMUSP00000056681.4
ENSMUST00000058825	ENSMUSG00000050625	972	protein_coding	Ccdc121	ENSMUSP00000052294.4
ENSMUST00000146623	ENSMUSG00000050627	1056	protein_coding	Gpd1l	ENSMUSP00000117509.1
ENSMUST00000057676	ENSMUSG00000050628	495	protein_coding	Ubald2	ENSMUSP00000058894.6
ENSMUST00000050397	ENSMUSG00000050635	231	protein_coding	Sprr2f	ENSMUSP00000050902.1
ENSMUST00000063192	ENSMUSG00000050640	750	protein_coding	Tmem150c	ENSMUSP00000057116.8
ENSMUST00000057265	ENSMUSG00000050641	615	protein_coding	BC048562	ENSMUSP00000059069.6
ENSMUST00000053180	ENSMUSG00000050645	252	protein_coding	Defb19	ENSMUSP00000059585.3
ENSMUST00000098438	ENSMUSG00000050650	996	protein_coding	Mrgpra1	ENSMUSP00000129978.1
ENSMUST00000061723	ENSMUSG00000050654	933	protein_coding	Olfr215	ENSMUSP00000052425.4
ENSMUST00000061632	ENSMUSG00000050663	3078	protein_coding	Trhde	ENSMUSP00000057449.7
ENSMUST00000053175	ENSMUSG00000050666	960	protein_coding	Vstm4	ENSMUSP00000055178.5
ENSMUST00000170759	ENSMUSG00000050668	795	protein_coding	Gpatch11	ENSMUSP00000126814.1
ENSMUST00000125733	ENSMUSG00000050671	1482	protein_coding	Ism2	ENSMUSP00000117108.1
ENSMUST00000108551	ENSMUSG00000050675	2205	protein_coding	Gp1ba	ENSMUSP00000104191.2
ENSMUST00000060100	ENSMUSG00000050677	1755	protein_coding	Ccdc96	ENSMUSP00000059636.1
ENSMUST00000062439	ENSMUSG00000050685	990	protein_coding	Ccdc54	ENSMUSP00000049864.4
ENSMUST00000051186	ENSMUSG00000050697	1680	protein_coding	Prkaa1	ENSMUSP00000063166.8
ENSMUST00000057169	ENSMUSG00000050700	2277	protein_coding	Emilin3	ENSMUSP00000059732.4
ENSMUST00000217105	ENSMUSG00000050702	1737	protein_coding	4930563M21Rik	ENSMUSP00000150879.1
ENSMUST00000050882	ENSMUSG00000050704	525	protein_coding	2310061N02Rik	ENSMUSP00000062074.2
ENSMUST00000148721	ENSMUSG00000050705	948	protein_coding	2310061I04Rik	ENSMUSP00000116278.1
ENSMUST00000094434	ENSMUSG00000050708	552	protein_coding	Ftl1	ENSMUSP00000092002.4
ENSMUST00000049972	ENSMUSG00000050711	1854	protein_coding	Scg2	ENSMUSP00000062556.4
ENSMUST00000102789	ENSMUSG00000050714	1356	protein_coding	Zbtb26	ENSMUSP00000099850.2
ENSMUST00000068944	ENSMUSG00000050721	1488	protein_coding	Plekho2	ENSMUSP00000063677.7
ENSMUST00000093893	ENSMUSG00000050730	2526	protein_coding	Arhgap42	ENSMUSP00000091419.4
ENSMUST00000059983	ENSMUSG00000050732	306	protein_coding	Vamp8	ENSMUSP00000059501.9
ENSMUST00000102852	ENSMUSG00000050737	462	protein_coding	Ptges	ENSMUSP00000099916.3
ENSMUST00000216157	ENSMUSG00000050742	948	protein_coding	Olfr164	ENSMUSP00000149971.1
ENSMUST00000174195	ENSMUSG00000050747	879	protein_coding	Trim15	ENSMUSP00000133953.1
ENSMUST00000140012	ENSMUSG00000050751	1572	protein_coding	Pgbd5	ENSMUSP00000120984.1
ENSMUST00000063112	ENSMUSG00000050756	192	protein_coding	Defb6	ENSMUSP00000060836.3
ENSMUST00000051160	ENSMUSG00000050761	645	protein_coding	Gp1bb	ENSMUSP00000059270.2
ENSMUST00000059482	ENSMUSG00000050762	987	protein_coding	Prss27	ENSMUSP00000056483.5
ENSMUST00000203377	ENSMUSG00000050763	954	protein_coding	Olfr1395	ENSMUSP00000145357.2
ENSMUST00000049559	ENSMUSG00000050766	468	protein_coding	Ear14	ENSMUSP00000056293.1
ENSMUST00000215909	ENSMUSG00000050772	957	protein_coding	Olfr1124	ENSMUSP00000150244.1
ENSMUST00000214801	ENSMUSG00000050776	951	protein_coding	Olfr1317	ENSMUSP00000150073.1
ENSMUST00000056089	ENSMUSG00000050777	636	protein_coding	Tmem37	ENSMUSP00000050862.7
ENSMUST00000063076	ENSMUSG00000050783	1101	protein_coding	Htr1f	ENSMUSP00000063136.4
ENSMUST00000055559	ENSMUSG00000050786	423	protein_coding	Ccdc126	ENSMUSP00000058077.7
ENSMUST00000214725	ENSMUSG00000050788	942	protein_coding	Olfr419	ENSMUSP00000149512.1
ENSMUST00000052185	ENSMUSG00000050796	978	protein_coding	B3galt6	ENSMUSP00000057521.3
ENSMUST00000052776	ENSMUSG00000050799	384	protein_coding	Hist1h2ba	ENSMUSP00000056604.2
ENSMUST00000062248	ENSMUSG00000050803	939	protein_coding	Olfr866	ENSMUSP00000054864.2
ENSMUST00000111016	ENSMUSG00000050808	996	protein_coding	Muc15	ENSMUSP00000106645.2
ENSMUST00000050933	ENSMUSG00000050810	1503	protein_coding	Oog3	ENSMUSP00000059834.8
ENSMUST00000102889	ENSMUSG00000050812	5523	protein_coding	Ecpas	ENSMUSP00000099953.3
ENSMUST00000180165	ENSMUSG00000050813	1035	protein_coding	Olfr332	ENSMUSP00000136008.1
ENSMUST00000214153	ENSMUSG00000050815	957	protein_coding	Olfr1441	ENSMUSP00000150555.1
ENSMUST00000213188	ENSMUSG00000050818	948	protein_coding	Olfr330	ENSMUSP00000149073.1
ENSMUST00000056518	ENSMUSG00000050821	1086	protein_coding	Fam131a	ENSMUSP00000060194.6
ENSMUST00000058418	ENSMUSG00000050822	1587	protein_coding	Slc29a4	ENSMUSP00000059896.7
ENSMUST00000051864	ENSMUSG00000050824	1089	protein_coding	Sstr5	ENSMUSP00000051085.4
ENSMUST00000109681	ENSMUSG00000050830	975	protein_coding	Vwc2	ENSMUSP00000105303.1
ENSMUST00000062528	ENSMUSG00000050840	2406	protein_coding	Cdh20	ENSMUSP00000052078.8
ENSMUST00000057341	ENSMUSG00000050844	264	protein_coding	1700020N01Rik	ENSMUSP00000054237.4
ENSMUST00000037260	ENSMUSG00000050846	1500	protein_coding	Zfp623	ENSMUSP00000036049.6
ENSMUST00000215505	ENSMUSG00000050853	939	protein_coding	Olfr958	ENSMUSP00000149018.1
ENSMUST00000060214	ENSMUSG00000050854	651	protein_coding	Tmem125	ENSMUSP00000063157.3
ENSMUST00000085792	ENSMUSG00000050855	1701	protein_coding	Zfp940	ENSMUSP00000082947.4
ENSMUST00000049628	ENSMUSG00000050856	216	protein_coding	Atp5k	ENSMUSP00000051222.9
ENSMUST00000054173	ENSMUSG00000050860	804	protein_coding	Phospho1	ENSMUSP00000057858.3
ENSMUST00000207836	ENSMUSG00000050865	948	protein_coding	Olfr1494	ENSMUSP00000146563.1
ENSMUST00000053716	ENSMUSG00000050866	681	protein_coding	Clrn3	ENSMUSP00000056245.7
ENSMUST00000056676	ENSMUSG00000050870	993	protein_coding	Mrgprb8	ENSMUSP00000052230.4
ENSMUST00000165666	ENSMUSG00000050875	582	protein_coding	Minar2	ENSMUSP00000125952.2
ENSMUST00000224982	ENSMUSG00000050876	4011	protein_coding	Spata31d1a	ENSMUSP00000152919.1
ENSMUST00000105877	ENSMUSG00000050890	1254	protein_coding	Pdik1l	ENSMUSP00000101503.2
ENSMUST00000228538	ENSMUSG00000050891	886	protein_coding	Tatdn1	ENSMUSP00000154677.1
ENSMUST00000151799	ENSMUSG00000050896	1281	protein_coding	Rtn4rl2	ENSMUSP00000118362.1
ENSMUST00000182947	ENSMUSG00000050901	1095	protein_coding	Mtnr1b	ENSMUSP00000138524.1
ENSMUST00000051118	ENSMUSG00000050908	669	protein_coding	Tvp23a	ENSMUSP00000052922.6
ENSMUST00000053288	ENSMUSG00000050910	1398	protein_coding	Cdr2l	ENSMUSP00000052096.5
ENSMUST00000052865	ENSMUSG00000050912	588	protein_coding	Tmem123	ENSMUSP00000051966.9
ENSMUST00000053558	ENSMUSG00000050914	480	protein_coding	Ankrd37	ENSMUSP00000056828.8
ENSMUST00000060336	ENSMUSG00000050917	609	protein_coding	Fgf4	ENSMUSP00000056752.4
ENSMUST00000056558	ENSMUSG00000050919	2241	protein_coding	Zfp366	ENSMUSP00000060040.8
ENSMUST00000150494	ENSMUSG00000050921	1181	protein_coding	P2ry10	ENSMUSP00000115201.1
ENSMUST00000115057	ENSMUSG00000050926	1410	protein_coding	Dcaf12l2	ENSMUSP00000110709.1
ENSMUST00000053078	ENSMUSG00000050930	2676	protein_coding	Map10	ENSMUSP00000061679.3
ENSMUST00000090246	ENSMUSG00000050931	1098	protein_coding	Sgms2	ENSMUSP00000087713.4
ENSMUST00000061278	ENSMUSG00000050933	936	protein_coding	Vmn1r231	ENSMUSP00000056228.1
ENSMUST00000108400	ENSMUSG00000050944	4221	protein_coding	Efcab5	ENSMUSP00000104037.1
ENSMUST00000063989	ENSMUSG00000050945	2397	protein_coding	Zfp438	ENSMUSP00000067049.5
ENSMUST00000106656	ENSMUSG00000050947	1479	protein_coding	Amigo1	ENSMUSP00000102267.1
ENSMUST00000068581	ENSMUSG00000050953	1149	protein_coding	Gja1	ENSMUSP00000064536.7
ENSMUST00000177530	ENSMUSG00000050954	2196	protein_coding	Zfp169	ENSMUSP00000135414.1
ENSMUST00000052380	ENSMUSG00000050957	576	protein_coding	Insl6	ENSMUSP00000054488.3
ENSMUST00000053821	ENSMUSG00000050961	1398	protein_coding	AY358078	ENSMUSP00000078129.3
ENSMUST00000072868	ENSMUSG00000050963	1434	protein_coding	Kcns2	ENSMUSP00000072645.3
ENSMUST00000059595	ENSMUSG00000050965	2019	protein_coding	Prkca	ENSMUSP00000062392.4
ENSMUST00000051674	ENSMUSG00000050966	630	protein_coding	Lin28a	ENSMUSP00000050488.2
ENSMUST00000053355	ENSMUSG00000050967	867	protein_coding	Creg2	ENSMUSP00000052871.4
ENSMUST00000062915	ENSMUSG00000050973	1161	protein_coding	Gdpgp1	ENSMUSP00000061808.7
ENSMUST00000060551	ENSMUSG00000050982	957	protein_coding	Apol10a	ENSMUSP00000060650.2
ENSMUST00000060435	ENSMUSG00000050989	1674	protein_coding	Selenon	ENSMUSP00000060026.6
ENSMUST00000179956	ENSMUSG00000050994	4983	protein_coding	Adgb	ENSMUSP00000136386.1
ENSMUST00000234590	ENSMUSG00000050996	519	protein_coding	Cetn1	ENSMUSP00000157126.1
ENSMUST00000118408	ENSMUSG00000051000	3246	protein_coding	Fam160a1	ENSMUSP00000113235.1
ENSMUST00000216259	ENSMUSG00000051003	942	protein_coding	Olfr161	ENSMUSP00000150825.1
ENSMUST00000106008	ENSMUSG00000051007	663	protein_coding	Gatd1	ENSMUSP00000101630.1
ENSMUST00000117944	ENSMUSG00000051022	936	protein_coding	Hs3st1	ENSMUSP00000113919.1
ENSMUST00000016951	ENSMUSG00000051029	1149	protein_coding	Serpinb1b	ENSMUSP00000016951.7
ENSMUST00000049778	ENSMUSG00000051034	1944	protein_coding	Zfp11	ENSMUSP00000051861.6
ENSMUST00000050258	ENSMUSG00000051036	1005	protein_coding	Ttc24	ENSMUSP00000061571.2
ENSMUST00000120861	ENSMUSG00000051037	1386	protein_coding	Zfp455	ENSMUSP00000112546.1
ENSMUST00000054147	ENSMUSG00000051038	621	protein_coding	Rhox11	ENSMUSP00000052929.9
ENSMUST00000120990	ENSMUSG00000051041	702	protein_coding	Olfml1	ENSMUSP00000114029.1
ENSMUST00000053361	ENSMUSG00000051043	1326	protein_coding	Gprc5c	ENSMUSP00000061760.5
ENSMUST00000217313	ENSMUSG00000051046	963	protein_coding	Olfr214	ENSMUSP00000150737.1
ENSMUST00000057023	ENSMUSG00000051048	1629	protein_coding	P4ha3	ENSMUSP00000055297.5
ENSMUST00000162265	ENSMUSG00000051050	291	protein_coding	Spink14	ENSMUSP00000125319.1
ENSMUST00000055890	ENSMUSG00000051051	954	protein_coding	Olfr523	ENSMUSP00000052678.5
ENSMUST00000180139	ENSMUSG00000051054	2952	protein_coding	1700014D04Rik	ENSMUSP00000136424.1
ENSMUST00000056517	ENSMUSG00000051056	1518	protein_coding	Gja10	ENSMUSP00000061742.2
ENSMUST00000160726	ENSMUSG00000051062	945	protein_coding	Fbll1	ENSMUSP00000128889.1
ENSMUST00000100023	ENSMUSG00000051065	1476	protein_coding	Mb21d2	ENSMUSP00000097600.1
ENSMUST00000053986	ENSMUSG00000051067	1770	protein_coding	Lingo3	ENSMUSP00000054960.7
ENSMUST00000054791	ENSMUSG00000051076	852	protein_coding	Vtcn1	ENSMUSP00000057721.7
ENSMUST00000052375	ENSMUSG00000051079	477	protein_coding	Rgs13	ENSMUSP00000058813.1
ENSMUST00000046662	ENSMUSG00000051081	1614	protein_coding	Gm4847	ENSMUSP00000039839.7
ENSMUST00000218134	ENSMUSG00000051095	939	protein_coding	Olfr986	ENSMUSP00000152019.1
ENSMUST00000057598	ENSMUSG00000051098	840	protein_coding	Mblac2	ENSMUSP00000051644.5
ENSMUST00000161263	ENSMUSG00000051111	2184	protein_coding	Sv2c	ENSMUSP00000124473.1
ENSMUST00000205359	ENSMUSG00000051113	819	protein_coding	Fam71e1	ENSMUSP00000145700.1
ENSMUST00000217347	ENSMUSG00000051118	939	protein_coding	Olfr77	ENSMUSP00000149055.1
ENSMUST00000054050	ENSMUSG00000051124	876	protein_coding	Gimap9	ENSMUSP00000050330.4
ENSMUST00000057186	ENSMUSG00000051136	1095	protein_coding	Ghsr	ENSMUSP00000061153.1
ENSMUST00000052939	ENSMUSG00000051146	240	protein_coding	Camk2n2	ENSMUSP00000057368.2
ENSMUST00000093470	ENSMUSG00000051147	873	protein_coding	Nat2	ENSMUSP00000091181.5
ENSMUST00000057793	ENSMUSG00000051149	3327	protein_coding	Adnp	ENSMUSP00000056809.4
ENSMUST00000053652	ENSMUSG00000051153	903	protein_coding	Tas2r105	ENSMUSP00000058006.4
ENSMUST00000061158	ENSMUSG00000051154	588	protein_coding	Commd3	ENSMUSP00000049882.4
ENSMUST00000214007	ENSMUSG00000051156	960	protein_coding	Olfr1491	ENSMUSP00000151038.1
ENSMUST00000050551	ENSMUSG00000051159	612	protein_coding	Cited1	ENSMUSP00000051789.3
ENSMUST00000213834	ENSMUSG00000051160	918	protein_coding	Olfr853	ENSMUSP00000150773.1
ENSMUST00000223282	ENSMUSG00000051166	5934	protein_coding	Eml5	ENSMUSP00000152709.1
ENSMUST00000113092	ENSMUSG00000051169	1035	protein_coding	Rpusd3	ENSMUSP00000108715.2
ENSMUST00000213942	ENSMUSG00000051172	939	protein_coding	Olfr672	ENSMUSP00000149704.1
