dnovemcinctus	mdomestica	ggallus	xtropicalis	drerio	olatipes	pmarinus	eburgeri	cintestinalis	dmelanogaster	celegans
ENSMUSG00000028684	ENSDNOG00000012988	ENSMODG00000002481	ENSGALG00000010219	ENSXETG00000003506	ENSDARG00000006818	ENSORLG00000012680	ENSPMAG00000002721	ENSEBUG00000001572	ENSCING00000001784	FBgn0033428	0
ENSMUSG00000028687	ENSDNOG00000015588	ENSMODG00000002459	ENSGALG00000010226	ENSXETG00000003533	ENSDARG00000074889	ENSORLG00000003859	0	0	ENSCING00000003105	0	0
ENSMUSG00000028688	ENSDNOG00000015596	ENSMODG00000002430	ENSGALG00000010228	ENSXETG00000003534	ENSDARG00000077544	ENSORLG00000012609	ENSPMAG00000004794	ENSEBUG00000000655	ENSCING00000003872	0	WBGene00013265
ENSMUSG00000028689	0	ENSMODG00000002397	0	0	0	0	0	0	0	0	0
ENSMUSG00000028690	ENSDNOG00000018486	ENSMODG00000002391	ENSGALG00000010234	ENSXETG00000003502	ENSDARG00000043877	ENSORLG00000014689	0	ENSEBUG00000002258	ENSCING00000022447	0	WBGene00022766
ENSMUSG00000028691	ENSDNOG00000018488	ENSMODG00000002382	ENSGALG00000010243	ENSXETG00000003501	ENSDARG00000058734	ENSORLG00000010533	ENSPMAG00000007606	0	0	0	0
ENSMUSG00000028692	ENSDNOG00000049182	ENSMODG00000002355	ENSGALG00000010244	ENSXETG00000003499	ENSDARG00000052030	ENSORLG00000014322	0	0	0	0	0
ENSMUSG00000028693	0	ENSMODG00000002288	ENSGALG00000010255	ENSXETG00000003498	ENSDARG00000039208	0	0	ENSEBUG00000008289	ENSCING00000009649	FBgn0037624	WBGene00007500
ENSMUSG00000028696	ENSDNOG00000014642	ENSMODG00000002208	ENSGALG00000010287	ENSXETG00000003495	0	ENSORLG00000010621	ENSPMAG00000006636	ENSEBUG00000011083	0	0	0
ENSMUSG00000028698	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028699	ENSDNOG00000049228	ENSMODG00000002113	ENSGALG00000010343	ENSXETG00000004371	ENSDARG00000052027	ENSORLG00000013306	0	ENSEBUG00000011077	0	0	0
ENSMUSG00000028700	ENSDNOG00000003993	ENSMODG00000002106	ENSGALG00000010351	ENSXETG00000004370	ENSDARG00000052025	ENSORLG00000013292	0	0	ENSCING00000003383	0	0
ENSMUSG00000028701	ENSDNOG00000004005	ENSMODG00000002033	0	ENSXETG00000024502	ENSDARG00000115301	ENSORLG00000009924	0	0	0	0	0
ENSMUSG00000028702	ENSDNOG00000003395	ENSMODG00000002032	ENSGALG00000010356	ENSXETG00000004369	ENSDARG00000018623	ENSORLG00000002958	ENSPMAG00000007719	0	ENSCING00000024456	FBgn0002989	WBGene00004298
ENSMUSG00000028703	ENSDNOG00000003407	ENSMODG00000002018	ENSGALG00000010359	0	ENSDARG00000096306	ENSORLG00000026799	ENSPMAG00000001733	ENSEBUG00000004498	0	0	0
ENSMUSG00000028706	ENSDNOG00000003416	ENSMODG00000001996	ENSGALG00000010360	ENSXETG00000024501	ENSDARG00000021324	ENSORLG00000008545	ENSPMAG00000008397	ENSEBUG00000004842	0	0	0
ENSMUSG00000028707	ENSDNOG00000035821	ENSMODG00000001963	ENSGALG00000010436	ENSXETG00000004360	0	0	ENSPMAG00000008114	ENSEBUG00000007983	0	0	0
ENSMUSG00000028708	ENSDNOG00000039937	ENSMODG00000001951	ENSGALG00000010440	ENSXETG00000016357	0	0	0	0	0	0	0
ENSMUSG00000028709	ENSDNOG00000037923	ENSMODG00000001928	ENSGALG00000025946	ENSXETG00000016355	ENSDARG00000043705	ENSORLG00000016549	ENSPMAG00000002012	ENSEBUG00000015797	0	0	0
ENSMUSG00000028710	ENSDNOG00000010461	ENSMODG00000001918	ENSGALG00000010444	ENSXETG00000024499	ENSDARG00000042799	ENSORLG00000013103	0	ENSEBUG00000010760	ENSCING00000012283	FBgn0022344	0
ENSMUSG00000028712	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028713	ENSDNOG00000009822	ENSMODG00000001709	0	0	0	0	0	0	0	0	0
ENSMUSG00000028715	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028716	ENSDNOG00000012587	ENSMODG00000001509	ENSGALG00000010473	ENSXETG00000032460	ENSDARG00000017127	0	0	0	0	0	0
ENSMUSG00000028717	ENSDNOG00000047501	ENSMODG00000001502	ENSGALG00000023296	ENSXETG00000016346	ENSDARG00000019930	ENSORLG00000030528	ENSPMAG00000002259	0	0	0	0
ENSMUSG00000028718	ENSDNOG00000039402	ENSMODG00000001494	ENSGALG00000010478	ENSXETG00000016343	ENSDARG00000024904	0	ENSPMAG00000004432	ENSEBUG00000001516	ENSCING00000006896	0	0
ENSMUSG00000028719	0	ENSMODG00000001470	0	ENSXETG00000016340	0	0	0	ENSEBUG00000007383	ENSCING00000004142	FBgn0022709	0
ENSMUSG00000028729	ENSDNOG00000024715	ENSMODG00000011412	ENSGALG00000009045	ENSXETG00000009545	ENSDARG00000054980	ENSORLG00000010609	0	ENSEBUG00000011134	ENSCING00000013374	FBgn0039828	WBGene00015941
ENSMUSG00000028730	ENSDNOG00000009788	ENSMODG00000011400	ENSGALG00000009902	ENSXETG00000030978	ENSDARG00000058090	ENSORLG00000013222	0	0	0	FBgn0034745	0
ENSMUSG00000028736	ENSDNOG00000007584	ENSMODG00000020885	ENSGALG00000043204	ENSXETG00000018527	0	0	0	ENSEBUG00000015092	0	0	0
ENSMUSG00000028737	ENSDNOG00000047263	ENSMODG00000020887	ENSGALG00000042184	ENSXETG00000018531	ENSDARG00000038207	ENSORLG00000010810	0	ENSEBUG00000008604	ENSCING00000002658	0	WBGene00000112
ENSMUSG00000028738	ENSDNOG00000040280	ENSMODG00000020886	0	0	0	0	0	0	0	0	0
ENSMUSG00000028741	0	ENSMODG00000015874	ENSGALG00000003991	ENSXETG00000020828	ENSDARG00000007130	ENSORLG00000027922	0	0	0	0	0
ENSMUSG00000028743	ENSDNOG00000018769	ENSMODG00000015881	ENSGALG00000004005	0	ENSDARG00000016649	ENSORLG00000004388	0	ENSEBUG00000011211	0	0	0
ENSMUSG00000028744	ENSDNOG00000034215	ENSMODG00000015885	ENSGALG00000033204	0	ENSDARG00000043624	ENSORLG00000000341	ENSPMAG00000005195	ENSEBUG00000006152	0	0	0
ENSMUSG00000028745	ENSDNOG00000043601	ENSMODG00000015888	ENSGALG00000004034	ENSXETG00000017607	ENSDARG00000100252	ENSORLG00000000154	0	ENSEBUG00000013260	ENSCING00000005895	FBgn0011570	WBGene00000293
ENSMUSG00000028747	ENSDNOG00000042643	ENSMODG00000006899	ENSGALG00000004066	0	ENSDARG00000016095	ENSORLG00000023384	0	0	0	0	0
ENSMUSG00000028749	ENSDNOG00000018866	ENSMODG00000015923	0	0	0	0	0	0	0	0	0
ENSMUSG00000028750	ENSDNOG00000018867	ENSMODG00000015929	0	0	0	0	0	0	0	0	0
ENSMUSG00000028751	ENSDNOG00000010444	ENSMODG00000015910	ENSGALG00000014176	0	0	0	0	0	0	0	0
ENSMUSG00000028753	ENSDNOG00000003196	ENSMODG00000015930	0	ENSXETG00000017559	ENSDARG00000059705	ENSORLG00000015968	0	0	0	0	0
ENSMUSG00000028755	ENSDNOG00000003397	ENSMODG00000015958	ENSGALG00000007382	0	0	ENSORLG00000027661	0	ENSEBUG00000003886	0	0	0
ENSMUSG00000028756	ENSDNOG00000000596	ENSMODG00000015961	ENSGALG00000037593	0	ENSDARG00000001929	ENSORLG00000016007	0	0	0	FBgn0029891	WBGene00017137
ENSMUSG00000028757	ENSDNOG00000003401	ENSMODG00000015962	ENSGALG00000010073	ENSXETG00000019826	ENSDARG00000037318	ENSORLG00000019313	ENSPMAG00000006656	ENSEBUG00000013588	ENSCING00000005044	FBgn0014868	WBGene00011638
ENSMUSG00000028758	0	ENSMODG00000015966	0	0	ENSDARG00000055238	ENSORLG00000025706	ENSPMAG00000009612	0	ENSCING00000021269	FBgn0039925	WBGene00003884
ENSMUSG00000028759	ENSDNOG00000001922	ENSMODG00000015974	ENSGALG00000010079	ENSXETG00000009487	ENSDARG00000044669	ENSORLG00000016963	ENSPMAG00000002552	ENSEBUG00000006121	0	0	0
ENSMUSG00000028760	ENSDNOG00000001924	ENSMODG00000015988	ENSGALG00000010084	ENSXETG00000009483	0	ENSORLG00000017007	0	ENSEBUG00000014169	0	0	0
ENSMUSG00000028763	ENSDNOG00000002131	ENSMODG00000016051	ENSGALG00000035717	ENSXETG00000017911	ENSDARG00000076564	ENSORLG00000015904	0	ENSEBUG00000017064	ENSCING00000023647	FBgn0284408	0
ENSMUSG00000028766	ENSDNOG00000009451	ENSMODG00000016006	ENSGALG00000023542	ENSXETG00000023244	ENSDARG00000015546	ENSORLG00000017066	0	ENSEBUG00000007697	0	0	0
ENSMUSG00000028771	ENSDNOG00000031767	ENSMODG00000017161	ENSGALG00000051957	ENSXETG00000019728	0	0	ENSPMAG00000004275	ENSEBUG00000013669	0	0	0
ENSMUSG00000028772	0	0	ENSGALG00000000618	ENSXETG00000012917	ENSDARG00000018936	ENSORLG00000011563	ENSPMAG00000003015	ENSEBUG00000014732	0	0	0
ENSMUSG00000028773	ENSDNOG00000045861	ENSMODG00000017087	ENSGALG00000037050	ENSXETG00000012916	ENSDARG00000023290	ENSORLG00000011573	0	0	0	0	0
ENSMUSG00000028776	ENSDNOG00000006790	ENSMODG00000028729	ENSGALG00000017715	ENSXETG00000017634	0	ENSORLG00000012101	ENSPMAG00000009258	0	0	0	0
ENSMUSG00000028777	ENSDNOG00000024709	ENSMODG00000017088	ENSGALG00000008427	0	0	0	0	0	0	0	0
ENSMUSG00000028778	ENSDNOG00000010273	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028779	ENSDNOG00000010285	ENSMODG00000017573	ENSGALG00000040519	ENSXETG00000017650	ENSDARG00000023989	ENSORLG00000005514	0	0	0	0	0
ENSMUSG00000028780	ENSDNOG00000004152	ENSMODG00000017075	ENSGALG00000040444	ENSXETG00000007874	ENSDARG00000034300	ENSORLG00000016082	0	0	0	0	0
ENSMUSG00000028782	ENSDNOG00000014392	ENSMODG00000017561	ENSGALG00000043209	ENSXETG00000017680	ENSDARG00000025667	ENSORLG00000024462	0	0	0	0	0
ENSMUSG00000028784	ENSDNOG00000035072	ENSMODG00000017556	0	0	0	0	0	0	0	0	0
ENSMUSG00000028785	ENSDNOG00000003366	ENSMODG00000017388	ENSGALG00000003573	ENSXETG00000001001	ENSDARG00000018397	ENSORLG00000020880	0	0	ENSCING00000013817	0	0
ENSMUSG00000028786	ENSDNOG00000034764	ENSMODG00000017380	0	ENSXETG00000001004	0	0	0	0	0	0	0
ENSMUSG00000028788	ENSDNOG00000038101	ENSMODG00000017554	ENSGALG00000003265	ENSXETG00000005239	0	0	0	0	ENSCING00000021101	FBgn0024734	WBGene00004184
ENSMUSG00000028789	ENSDNOG00000043208	ENSMODG00000017357	ENSGALG00000003614	ENSXETG00000007373	0	0	0	0	0	0	0
ENSMUSG00000028790	ENSDNOG00000039857	0	ENSGALG00000003272	ENSXETG00000005246	0	0	ENSPMAG00000004531	ENSEBUG00000002332	0	0	0
ENSMUSG00000028792	0	ENSMODG00000017363	ENSGALG00000003597	ENSXETG00000027867	ENSDARG00000005926	ENSORLG00000007388	ENSPMAG00000008653	0	ENSCING00000003848	FBgn0283494	WBGene00002879
ENSMUSG00000028793	ENSDNOG00000048838	ENSMODG00000017373	ENSGALG00000050943	ENSXETG00000031122	ENSDARG00000060926	0	0	0	ENSCING00000018714	0	0
ENSMUSG00000028794	ENSDNOG00000030620	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028795	ENSDNOG00000015170	ENSMODG00000017487	ENSGALG00000003241	ENSXETG00000027651	ENSDARG00000011222	ENSORLG00000017138	0	0	0	0	0
ENSMUSG00000028796	ENSDNOG00000007239	ENSMODG00000017114	ENSGALG00000039532	ENSXETG00000009494	0	0	0	0	0	0	0
ENSMUSG00000028797	0	ENSMODG00000017483	0	0	0	0	0	0	0	0	0
ENSMUSG00000028798	0	ENSMODG00000017481	ENSGALG00000003337	ENSXETG00000005247	ENSDARG00000017445	ENSORLG00000014139	0	0	ENSCING00000003743	FBgn0015834	0
ENSMUSG00000028799	ENSDNOG00000013258	ENSMODG00000017096	ENSGALG00000026558	ENSXETG00000009496	0	0	0	0	0	0	0
ENSMUSG00000028800	ENSDNOG00000042430	ENSMODG00000017455	ENSGALG00000003297	ENSXETG00000005253	ENSDARG00000015427	0	ENSPMAG00000009083	0	0	0	0
ENSMUSG00000028801	ENSDNOG00000032430	ENSMODG00000013076	0	ENSXETG00000031811	ENSDARG00000103765	0	0	0	ENSCING00000022735	0	0
ENSMUSG00000028803	ENSDNOG00000014003	ENSMODG00000013086	ENSGALG00000004268	ENSXETG00000003907	ENSDARG00000021147	ENSORLG00000014463	0	0	0	0	0
ENSMUSG00000028804	ENSDNOG00000019377	ENSMODG00000018179	ENSGALG00000030229	0	0	0	0	0	0	0	0
ENSMUSG00000028807	ENSDNOG00000032935	ENSMODG00000017424	ENSGALG00000003420	0	ENSDARG00000059226	ENSORLG00000017455	0	0	0	0	0
ENSMUSG00000028809	ENSDNOG00000049141	ENSMODG00000013861	ENSGALG00000001283	0	0	ENSORLG00000017510	0	ENSEBUG00000002653	ENSCING00000022242	FBgn0036340	0
ENSMUSG00000028811	ENSDNOG00000000536	ENSMODG00000017404	ENSGALG00000003563	ENSXETG00000027865	ENSDARG00000035913	ENSORLG00000013982	0	ENSEBUG00000004750	ENSCING00000005113	FBgn0027080	0
ENSMUSG00000028813	ENSDNOG00000004284	ENSMODG00000017969	0	0	0	0	0	0	0	0	0
ENSMUSG00000028820	ENSDNOG00000049454	ENSMODG00000017937	ENSGALG00000002514	ENSXETG00000009682	ENSDARG00000011564	ENSORLG00000007459	ENSPMAG00000005583	0	0	0	WBGene00017778
ENSMUSG00000028821	ENSDNOG00000047605	ENSMODG00000013951	ENSGALG00000013639	ENSXETG00000022797	ENSDARG00000004706	ENSORLG00000028820	0	ENSEBUG00000015402	ENSCING00000003017	FBgn0033556	WBGene00019402
ENSMUSG00000028822	ENSDNOG00000036245	ENSMODG00000013961	ENSGALG00000043733	ENSXETG00000026802	ENSDARG00000015757	ENSORLG00000029303	0	ENSEBUG00000003788	0	0	0
ENSMUSG00000028825	ENSDNOG00000017485	ENSMODG00000013982	ENSGALG00000040279	ENSXETG00000003690	ENSDARG00000002194	ENSORLG00000017542	0	0	0	0	0
ENSMUSG00000028826	ENSDNOG00000005372	ENSMODG00000013985	ENSGALG00000001067	ENSXETG00000003691	0	0	0	ENSEBUG00000000536	ENSCING00000014982	0	WBGene00017066
ENSMUSG00000028830	ENSDNOG00000017653	ENSMODG00000017916	ENSGALG00000002445	0	ENSDARG00000035660	ENSORLG00000009728	ENSPMAG00000006653	ENSEBUG00000003864	0	0	0
ENSMUSG00000028832	ENSDNOG00000030653	ENSMODG00000014027	ENSGALG00000001475	ENSXETG00000009198	0	0	ENSPMAG00000000289	ENSEBUG00000007765	0	0	0
ENSMUSG00000028833	ENSDNOG00000017658	ENSMODG00000017906	ENSGALG00000002408	ENSXETG00000009669	ENSDARG00000098544	ENSORLG00000009735	ENSPMAG00000006459	ENSEBUG00000017084	ENSCING00000022034	FBgn0037447	0
ENSMUSG00000028834	ENSDNOG00000009681	ENSMODG00000014098	ENSGALG00000034107	ENSXETG00000009191	0	0	ENSPMAG00000001617	0	0	0	0
ENSMUSG00000028836	ENSDNOG00000012893	ENSMODG00000014091	ENSGALG00000010375	ENSXETG00000009196	ENSDARG00000021305	ENSORLG00000008773	ENSPMAG00000006010	ENSEBUG00000001903	ENSCING00000001730	0	0
ENSMUSG00000028837	ENSDNOG00000017663	0	ENSGALG00000026421	ENSXETG00000009668	ENSDARG00000031511	ENSORLG00000009748	ENSPMAG00000007980	ENSEBUG00000013966	ENSCING00000024358	0	WBGene00003950
ENSMUSG00000028838	ENSDNOG00000044530	ENSMODG00000014040	0	0	0	0	0	0	0	0	0
ENSMUSG00000028840	ENSDNOG00000034363	0	ENSGALG00000000542	ENSXETG00000009189	ENSDARG00000044102	ENSORLG00000014641	0	0	0	FBgn0029885	WBGene00013236
ENSMUSG00000028841	ENSDNOG00000002141	ENSMODG00000014135	ENSGALG00000046299	ENSXETG00000009188	ENSDARG00000032932	ENSORLG00000014435	0	0	0	0	0
ENSMUSG00000028842	ENSDNOG00000008106	ENSMODG00000017869	ENSGALG00000043711	ENSXETG00000027042	0	0	0	0	0	0	0
ENSMUSG00000028843	ENSDNOG00000016833	ENSMODG00000014189	ENSGALG00000038536	ENSXETG00000012330	ENSDARG00000098075	ENSORLG00000029087	ENSPMAG00000009447	0	ENSCING00000023096	0	0
ENSMUSG00000028845	ENSDNOG00000040733	ENSMODG00000017883	ENSGALG00000002319	ENSXETG00000004373	ENSDARG00000028973	ENSORLG00000009043	0	ENSEBUG00000016743	ENSCING00000007391	FBgn0034816	0
ENSMUSG00000028847	ENSDNOG00000039424	ENSMODG00000017848	ENSGALG00000002284	ENSXETG00000004378	ENSDARG00000045364	ENSORLG00000030170	ENSPMAG00000009367	ENSEBUG00000007318	0	0	0
ENSMUSG00000028848	ENSDNOG00000044515	ENSMODG00000014412	ENSGALG00000027909	ENSXETG00000020692	ENSDARG00000103127	ENSORLG00000004425	ENSPMAG00000007975	ENSEBUG00000006896	ENSCING00000007894	FBgn0036356	WBGene00015029
ENSMUSG00000028849	ENSDNOG00000005516	ENSMODG00000017844	ENSGALG00000021634	ENSXETG00000004382	0	0	0	0	0	0	0
ENSMUSG00000028850	ENSDNOG00000016999	ENSMODG00000014417	ENSGALG00000000881	ENSXETG00000030345	ENSDARG00000052747	ENSORLG00000004435	0	ENSEBUG00000013911	0	0	WBGene00019467
ENSMUSG00000028851	0	ENSMODG00000014391	ENSGALG00000000895	ENSXETG00000020686	ENSDARG00000104837	ENSORLG00000014032	ENSPMAG00000006869	ENSEBUG00000001914	ENSCING00000003058	FBgn0021768	WBGene00003829
ENSMUSG00000028854	ENSDNOG00000049102	ENSMODG00000014436	ENSGALG00000034251	ENSXETG00000020678	0	0	0	0	0	0	0
ENSMUSG00000028857	ENSDNOG00000043003	ENSMODG00000014449	ENSGALG00000000955	ENSXETG00000020673	0	0	0	ENSEBUG00000008659	ENSCING00000005451	FBgn0032000	WBGene00019221
ENSMUSG00000028859	ENSDNOG00000018916	ENSMODG00000017810	ENSGALG00000002112	ENSXETG00000003916	ENSDARG00000045959	ENSORLG00000014472	0	ENSEBUG00000006331	0	0	0
ENSMUSG00000028860	ENSDNOG00000009697	0	ENSGALG00000034964	ENSXETG00000020676	ENSDARG00000070094	ENSORLG00000011030	0	0	0	0	0
ENSMUSG00000028861	ENSDNOG00000046736	ENSMODG00000017813	ENSGALG00000044433	ENSXETG00000005257	ENSDARG00000109289	ENSORLG00000014487	0	ENSEBUG00000002513	ENSCING00000000714	FBgn0026261	WBGene00010624
ENSMUSG00000028862	ENSDNOG00000009722	ENSMODG00000014479	ENSGALG00000030706	0	ENSDARG00000104760	ENSORLG00000014582	0	ENSEBUG00000008893	0	0	0
ENSMUSG00000028863	0	ENSMODG00000017787	ENSGALG00000002013	ENSXETG00000017466	ENSDARG00000101216	ENSORLG00000021858	ENSPMAG00000006887	ENSEBUG00000003633	ENSCING00000014284	FBgn0035624	WBGene00015001
ENSMUSG00000028864	ENSDNOG00000040861	ENSMODG00000017029	ENSGALG00000033974	ENSXETG00000007872	0	0	ENSPMAG00000004210	0	0	0	0
ENSMUSG00000028865	ENSDNOG00000039635	ENSMODG00000014488	ENSGALG00000041752	0	ENSDARG00000096327	0	0	0	0	0	0
ENSMUSG00000028868	ENSDNOG00000034536	ENSMODG00000014503	ENSGALG00000014012	ENSXETG00000003647	ENSDARG00000024209	ENSORLG00000011056	0	0	0	0	0
ENSMUSG00000028869	0	ENSMODG00000017773	ENSGALG00000001973	ENSXETG00000002161	ENSDARG00000098080	ENSORLG00000014645	ENSPMAG00000000974	ENSEBUG00000005300	ENSCING00000010696	FBgn0034243	WBGene00003596
ENSMUSG00000028871	ENSDNOG00000049599	ENSMODG00000023326	ENSGALG00000001946	ENSXETG00000030823	ENSDARG00000104340	ENSORLG00000014653	ENSPMAG00000002565	ENSEBUG00000008105	0	0	0
ENSMUSG00000028873	ENSDNOG00000047271	ENSMODG00000017762	0	ENSXETG00000002167	ENSDARG00000043137	ENSORLG00000009938	0	0	ENSCING00000013343	0	0
ENSMUSG00000028874	ENSDNOG00000014797	0	ENSGALG00000032199	ENSXETG00000020659	ENSDARG00000004378	ENSORLG00000011084	ENSPMAG00000006901	ENSEBUG00000016200	ENSCING00000010134	0	0
ENSMUSG00000028876	ENSDNOG00000038100	ENSMODG00000017759	0	0	0	0	0	0	0	0	0
ENSMUSG00000028878	ENSDNOG00000049213	ENSMODG00000010679	ENSGALG00000040986	0	0	0	ENSPMAG00000001691	0	0	0	0
ENSMUSG00000028879	ENSDNOG00000049359	ENSMODG00000010695	ENSGALG00000000723	ENSXETG00000014421	0	ENSORLG00000008076	0	0	0	0	0
ENSMUSG00000028882	ENSDNOG00000033057	ENSMODG00000010718	ENSGALG00000000729	ENSXETG00000011507	0	ENSORLG00000023028	ENSPMAG00000000589	ENSEBUG00000001318	0	FBgn0026402	WBGene00015233
ENSMUSG00000028883	ENSDNOG00000005476	ENSMODG00000016983	ENSGALG00000006560	ENSXETG00000014232	ENSDARG00000042210	ENSORLG00000009475	0	ENSEBUG00000013416	0	0	0
ENSMUSG00000028884	ENSDNOG00000023660	0	ENSGALG00000000734	ENSXETG00000001834	ENSDARG00000037188	ENSORLG00000014309	ENSPMAG00000008772	ENSEBUG00000002502	0	0	0
ENSMUSG00000028885	ENSDNOG00000032579	ENSMODG00000010740	ENSGALG00000000737	ENSXETG00000012883	ENSDARG00000010130	ENSORLG00000014329	ENSPMAG00000009090	ENSEBUG00000017063	ENSCING00000002209	0	0
ENSMUSG00000028886	ENSDNOG00000044648	ENSMODG00000010782	ENSGALG00000000777	ENSXETG00000012888	ENSDARG00000036100	ENSORLG00000009396	0	0	0	0	0
ENSMUSG00000028889	0	ENSMODG00000017750	ENSGALG00000029001	ENSXETG00000014420	ENSDARG00000041428	ENSORLG00000014393	ENSPMAG00000002905	ENSEBUG00000014080	ENSCING00000007564	FBgn0061361	WBGene00012997
ENSMUSG00000028890	ENSDNOG00000009118	ENSMODG00000017745	ENSGALG00000001639	ENSXETG00000014429	ENSDARG00000102898	ENSORLG00000014411	ENSPMAG00000004206	ENSEBUG00000006639	ENSCING00000012713	FBgn0040305	0
ENSMUSG00000028893	ENSDNOG00000017933	ENSMODG00000010846	ENSGALG00000037603	0	ENSDARG00000070012	ENSORLG00000011116	0	0	0	0	0
ENSMUSG00000028894	ENSDNOG00000009142	ENSMODG00000017736	ENSGALG00000001606	ENSXETG00000014435	ENSDARG00000103683	ENSORLG00000014438	ENSPMAG00000007370	ENSEBUG00000010001	ENSCING00000004041	FBgn0023508	WBGene00007620
ENSMUSG00000028896	ENSDNOG00000042718	ENSMODG00000010901	ENSGALG00000030097	ENSXETG00000012969	ENSDARG00000037158	ENSORLG00000019932	ENSPMAG00000004047	ENSEBUG00000005726	ENSCING00000003107	0	0
ENSMUSG00000028898	ENSDNOG00000047959	ENSMODG00000010927	0	0	ENSDARG00000101323	ENSORLG00000010428	0	0	0	FBgn0031607	WBGene00011589
ENSMUSG00000028899	ENSDNOG00000045864	ENSMODG00000010943	ENSGALG00000000991	ENSXETG00000020616	ENSDARG00000104030	ENSORLG00000027585	0	ENSEBUG00000008823	ENSCING00000002006	FBgn0011290	WBGene00006396
ENSMUSG00000028901	ENSDNOG00000025258	0	ENSGALG00000038488	ENSXETG00000020625	ENSDARG00000062060	0	ENSPMAG00000007956	ENSEBUG00000013198	0	0	0
ENSMUSG00000028902	ENSDNOG00000046628	0	ENSGALG00000001540	ENSXETG00000022923	ENSDARG00000100114	ENSORLG00000008175	ENSPMAG00000001044	ENSEBUG00000015411	ENSCING00000002730	FBgn0014366	WBGene00011758
ENSMUSG00000028906	ENSDNOG00000019472	ENSMODG00000011038	ENSGALG00000001329	ENSXETG00000014407	ENSDARG00000099283	0	0	0	0	0	0
ENSMUSG00000028907	ENSDNOG00000035776	ENSMODG00000017717	ENSGALG00000001502	0	ENSDARG00000039958	ENSORLG00000014702	ENSPMAG00000003508	ENSEBUG00000008113	ENSCING00000021175	FBgn0030063	WBGene00007623
ENSMUSG00000028909	ENSDNOG00000007410	0	ENSGALG00000031440	ENSXETG00000005931	ENSDARG00000101081	ENSORLG00000020763	0	0	0	0	0
ENSMUSG00000028910	ENSDNOG00000048252	ENSMODG00000011066	ENSGALG00000032763	ENSXETG00000014371	ENSDARG00000032326	ENSORLG00000014347	ENSPMAG00000004780	ENSEBUG00000015414	0	FBgn0033883	WBGene00012375
ENSMUSG00000028911	ENSDNOG00000047961	ENSMODG00000011052	ENSGALG00000050314	ENSXETG00000014380	ENSDARG00000105293	ENSORLG00000009430	0	0	0	FBgn0004587	WBGene00004698
ENSMUSG00000028914	ENSDNOG00000041340	ENSMODG00000003612	ENSGALG00000001366	0	ENSDARG00000004325	ENSORLG00000002575	ENSPMAG00000001861	ENSEBUG00000015895	ENSCING00000003596	0	0
ENSMUSG00000028917	ENSDNOG00000006688	ENSMODG00000003492	ENSGALG00000003439	ENSXETG00000013400	ENSDARG00000078850	ENSORLG00000024155	ENSPMAG00000001771	0	0	0	0
ENSMUSG00000028919	ENSDNOG00000042582	ENSMODG00000003301	0	0	ENSDARG00000078853	ENSORLG00000024658	0	0	0	0	0
ENSMUSG00000028920	ENSDNOG00000046528	ENSMODG00000003233	ENSGALG00000003731	ENSXETG00000023248	ENSDARG00000087545	ENSORLG00000022196	ENSPMAG00000000870	ENSEBUG00000004133	0	FBgn0034704	0
ENSMUSG00000028923	ENSDNOG00000005593	ENSMODG00000003106	ENSGALG00000003745	ENSXETG00000013418	ENSDARG00000046002	ENSORLG00000018349	0	0	0	0	0
ENSMUSG00000028926	ENSDNOG00000036809	ENSMODG00000010497	ENSGALG00000009062	ENSXETG00000003466	ENSDARG00000074665	ENSORLG00000003794	ENSPMAG00000002109	ENSEBUG00000006340	0	0	0
ENSMUSG00000028927	ENSDNOG00000007503	ENSMODG00000002757	ENSGALG00000029212	ENSXETG00000030783	ENSDARG00000044167	ENSORLG00000007539	0	0	0	0	0
ENSMUSG00000028931	ENSDNOG00000039844	ENSMODG00000006380	ENSGALG00000037241	ENSXETG00000002894	0	0	0	ENSEBUG00000015701	0	0	0
ENSMUSG00000028932	ENSDNOG00000002708	ENSMODG00000017238	ENSGALG00000008236	ENSXETG00000023127	ENSDARG00000020101	ENSORLG00000018441	ENSPMAG00000001115	ENSEBUG00000014085	ENSCING00000005748	FBgn0028687	WBGene00004501
ENSMUSG00000028933	ENSDNOG00000040372	0	ENSGALG00000026865	ENSXETG00000009739	ENSDARG00000013933	ENSORLG00000025423	ENSPMAG00000006837	ENSEBUG00000002886	0	0	0
ENSMUSG00000028936	0	ENSMODG00000006225	ENSGALG00000000719	ENSXETG00000002914	ENSDARG00000070437	0	ENSPMAG00000004725	0	0	0	0
ENSMUSG00000028937	ENSDNOG00000009495	ENSMODG00000023679	ENSGALG00000000652	ENSXETG00000019720	ENSDARG00000018653	ENSORLG00000004294	0	ENSEBUG00000005801	ENSCING00000006089	0	0
ENSMUSG00000028938	ENSDNOG00000003061	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028940	0	ENSMODG00000006149	ENSGALG00000047204	ENSXETG00000001163	0	0	0	0	0	0	0
